recipe_name	ingredient_not_found	Error	item_link	weight	quantity	energy_gm	protein_gm	fat_gm	carbs_gm	total_dietary_fibre_gm	sugar_gm	sodium_mg	trans_fat_gm	total_saturated_fat_gm	cholesterol_mg	added_sugar_gm	0	0	0
vegetable kebab	SUCCESS	SUCCESS	https://www.tarladalal.com/Vegetable-Kebab-38790r	100	2.054794521	125.8561644	2.141849315	7.348013699	12.99575342	2.412328767	0.668835616	273.9369863	0.163082192	0.317123288	0	0			
seasonal vegetable in mahlak sauce	SUCCESS	SUCCESS	https://www.tarladalal.com/Vegetables-In-Hot-Garlic-Sauce-(-Chinese-Cooking-)-321r	100	0	125.9885124	2.592041322	4.642355372	18.68691736	2.810082645	3.825785124	113.0857025	0.065454545	0.186965289	0	0			
mushroom curry	SUCCESS	SUCCESS	https://www.tarladalal.com/Fresh-Mushroom-Curry-279r	100	0	126.2405063	3.742531646	8.765189873	9.78801085	1.460940325	3.214466546	421.9710669	0.095479204	1.232799277	2.169981917	0			
goan style chicken galinha cafreal,chicken cafreal,goan chicken cafreal,galinha cafreal	SUCCESS	SUCCESS	https://www.archanaskitchen.com/goan-style-chicken-galinha-cafreal-recipe	100	0	126.2799097	1.99096313	7.148607976	13.8593228	4.340030098	0.502257336	732.9198646	0.099322799	0.426242287	0	0			
patal chingri	SUCCESS	SUCCESS	http://allrecipes.co.in/recipe/469/patal-chingri.aspx	100	0	126.2972241	4.763777928	7.888016249	9.664421124	1.132972241	0.182769127	280.9336493	0.107433988	0.581117129	0.365605958	0			
hara tava paneer,hara paneer tikka	SUCCESS	SUCCESS	https://www.tarladalal.com/Hara-Tava-Paneer-(-Healthy-Starter-Recipe-)-34726r	100	4.444444444	126.7222222	2.681333333	8.493111111	11.56955556	3.051111111	3.427555556	523.2333333	0.072	0.5264	1.2	0			
sichuan chicken with smoked chillies n peanuts,sichuan chicken,szechuan chicken with pepper	SUCCESS	SUCCESS	http://www.seriouseats.com/recipes/2011/04/sichuan-chicken-with-peppercorns-and-chile-recipe.html	100	0	126.800262	15.12926435	4.493739358	4.112835625	0.707924034	0.226588081	421.845012	0	1.145487885	60.04715128	0			
green papaya salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Som-Tam-Thai-Green-Papaya-Salad-6514r	100	0	126.9813502	6.36458038	0.842252891	23.99449459	8.232599776	1.032935472	182.9022753	0	0.07336367	0.026109661	0			
mutton chaap curry recipe,calcutta mutton chaap,mutton ribs in rich spicy gravy,kolkatar mutton chaap	SUCCESS	SUCCESS	https://www.archanaskitchen.com/mutton-chaap-recipe	100	0	127.0319149	9.069680851	7.938297872	4.861702128	0.79787234	0	510.2978723	0	0.610319149	1.276595745	0			
apple snow	SUCCESS	SUCCESS	http://www.telegraph.co.uk/foodanddrink/recipes/10449887/Apple-snow-recipe.html	100	0	127.0831793	1.12650647	5.753937153	18.59785582	1.703512015	15.74521257	17.19778189	0	3.502314233	15.30499076	0			
mor kozhambu,buttermilk kuzhambu	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/vendhaya-mor-kuzhambu-recipe/	100	0	127.2415094	4.600754717	7.850566038	9.76	2.139245283	0	340.1826415	0.053132075	1.347320755	3.622641509	0			
chicken pallipalayam,pallipalayam chicken fry,erode chicken pallipalayam	SUCCESS	SUCCESS	https://www.archanaskitchen.com/erode-pallipalayam-chicken-fry-recipe	100	0	127.6585366	10.485	7.504382622	4.555426829	0.97195122	0.009146341	405.2431402	0.037957317	3.673355945	49.16158537	0			
baked tomato	SUCCESS	SUCCESS	http://www.food.com/recipe/baked-parmesan-tomatoes-294227	100	0	127.6794425	4.853379791	9.718188153	6.278188153	1.774912892	2.119442509	386.8222997	0.651261324	14.86769338	11.98606272	0			
achari dahi bhindi	SUCCESS	SUCCESS	https://www.tarladalal.com/Achaari-Dahi-Bhindi-22779r	100	0	127.7424023	1.802199711	11.43487699	5.868408104	2.052098408	1.271128799	295.4674385	0.294052098	3.126227207	0.868306802	0			
valor papdi nu shak	SUCCESS	SUCCESS	https://www.tarladalal.com/Valor-Papdi-Nu-Shak-Winter-Sabzi-41454r	100	0	128.1336161	2.636818664	8.933658537	9.641781548	1.525132556	2.189437964	436.1760339	0.083987275	0.222579003	0	0			
masala paniyaram,masala appe	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/masala-paniyaram-recipe/	100	3.912363067	128.7386541	1.957308294	8.125978091	11.97687011	3.247887324	0.015962441	385.3959311	0.027543036	0.074363067	0	0			
sweet lassi	SUCCESS	SUCCESS	https://www.tarladalal.com/Sweet-Punjabi-Lassi-Dahi-Ki-Lassi-40433r	100	0	129	2.96	2.4	24.434	0	19.562	60.4	0	1.6	4.8	0			
pineapple and orange shake	SUCCESS	SUCCESS	https://www.missinthekitchen.com/pineapple-orange-cream-milkshakes/	100	0	129.0680043	4.166382979	3.834297872	19.13024589	0.206382979	16.09288446	267.6340426	0.05106383	0.485178723	13.27690213	0			
kasuri methi fish curry,kasuri methi maach,kasuri methi mach,methi maach	SUCCESS	SUCCESS	https://www.archanaskitchen.com/kasuri-methi-mach-recipe-dry-fenugreek-flavoured-fish-curry	100	0	129.2745098	2.909803922	10.2745098	6.391764706	0	1.956862745	3098.686275	0	2.476862745	4.705882353	0			
ringna bateta ni kachri,gujrati style aloo baigan	SUCCESS	SUCCESS	https://www.tarladalal.com/Ringna-Bateta-Ni-Kachri-(-Gujarati-Recipe)-606r	100	0.824742268	129.3865979	1.796752577	6.442113402	16.40907216	3.037113402	0.167783505	408.2747423	0.119536082	0.286391753	0	0			
tomato thokku,thakkali thokku	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/tomato-thokku-recipe-tomato-thokku/	100	0	129.5247525	1.217029703	12.07524752	5.068910891	1.22970297	2.702178218	384.5306931	0.772990099	13.23409901	0	0			
fruity firni,fruit firni	SUCCESS	SUCCESS	https://www.tarladalal.com/Fruity-Phirni-8696r	100	0	129.9371981	3.352705314	2.098067633	24.58299517	0.465217391	0.82410628	613.5917874	0.115942029	1.111483092	6.956521739	0			
tamil nadu chicken salna,chicken salna,quick chicken curry,nattu kozhi salna,thattukadai chicken salna	SUCCESS	SUCCESS	https://www.archanaskitchen.com/tamil-nadu-style-chicken-salna-recipe	100	0	130.3469432	10.0989933	8.300820912	3.996444156	1.479887665	0.413912292	452.0842515	0.166148196	3.62576712	46.4463167	0			
pabda tomatoer jhol	SUCCESS	SUCCESS	http://spiceandcurry.blogspot.in/2008/06/pabda-macher-jhal-bengali-fish-curry.html	100	0	131.0142631	15.08380349	5.817812995	5.283898574	0.820919176	0.163724247	7.697305864	0.030263074	1.155093502	0	0			
brocolli baby corn stir fry in peanut sauce	SUCCESS	SUCCESS	https://www.tarladalal.com/Broccoli-and-Baby-Corn-Stir-Fry-in-Peanut-Sauce-22688r	100	0	132.3673593	3.71038961	5.343116883	17.95662338	2.458874459	2.883896104	231.2441558	0.045714286	0.149497835	0	0			
methi mangodi,dal methi mangodi sabzi	SUCCESS	SUCCESS	https://www.tarladalal.com/Methi-Mangodi-(--Rajasthani)-3870r	100	0	132.4567499	6.330572887	6.330856495	12.20974759	3.68145207	0.608536585	295.4307714	0.079364719	0.452685763	0.731707317	0			
aloo chat healthy,potato chaat healthy	SUCCESS	SUCCESS	https://www.tarladalal.com/Aloo-Chaat-(--Punjabi-Khana)-38563r	100	0	133.1661442	1.513260188	4.79976489	21.33747649	1.60815047	0.00799373	314.1520376	0.082758621	0.218666144	0	0			
pahadi chicken curry,pahadi chicken,pahadi chicken gravy,pahadi murgh	SUCCESS	SUCCESS	https://www.archanaskitchen.com/pahadi-chicken-curry-recipe	100	0	133.7614955	11.76143962	7.488182209	5.318014611	1.91134508	0.01611517	526.9548775	0.067468844	1.316335625	44.8001719	0			
banana shake	SUCCESS	SUCCESS	https://www.bbcgoodfood.com/recipes/banana-milkshake	100	0	133.7874245	2.106901936	5.337622319	19.50852592	1.374994795	2.114259838	352.1736415	0.062460962	2.900890069	13.64147408	0			
sambhariyu shak,sambhariya shaak,vegetables stuffed with peanut and coconut	SUCCESS	SUCCESS	https://www.tarladalal.com/Sambhariyu-Shaak-(-Gujarati-Recipe)-594r	100	0	133.9338605	1.76280467	7.244723113	15.77194301	3.962754135	1.570130782	192.7019395	0.086856327	0.218351403	0	0			
paneer and fruit salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Watermelon--Pineapple-and-Paneer-Salad-904r	100	0	134.0225989	3.756158192	8.70240113	11.32778249	1.403531073	8.366991525	366.3001412	0.052372881	5.40371822	19.07084746	0			
mushroom and cheese omelette	SUCCESS	SUCCESS	0	100	0.302571861	134.1316188	4.229652042	9.033676248	5.999878971	1.430711044	0.417760968	195.4750378	0.053422088	1.67207413	0.007564297	0			
drumsticks leaves dry sabzi,drumstick leaves sabzi,drumstick leaves sabji,drumstick leaves bhaji,moringa leaves sabzi,murungai keerai poriyal	SUCCESS	SUCCESS	https://www.tarladalal.com/Drumstick-Leaves-Dry-Sabji-South-Indian-Style-Subzi-42054r	100	0	134.2181208	5.364362416	7.226510067	12.09456376	7.923825503	0.010067114	325.9932886	0.044295302	0.117422819	0	0			
yam fry,elephant yam fry,elephant foot fry,senai kizhangu varuval,senai fry	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/yam-stir-fry-recipe-suran-recipe/	100	0	134.3660991	1.344821981	3.586718266	24.22530186	3.959442724	0.018181115	609.2894737	0.06130031	0.16155418	0	0			
corn chilli pepper,chilli babycorn,spicy babycorn,chilli baby corn,spicy baby corn	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/chilli-baby-corn/	100	0	134.8469116	3.491011715	2.864084132	23.29407348	3.372417465	0.339882854	227.1317891	0.028115016	0.089985623	0	0			
grand trunk chicken	SUCCESS	SUCCESS	http://www.cookeatandshare.com/2013/05/grand-trunk-leg-masala.html	100	0	134.8544304	11.22351266	7.037689873	6.729018987	1.562974684	0.377025316	182.5917722	0.06039557	2.728708861	41.39240506	0			
himachali pahadi mutton,pahari mutton curry,mutton rara,himachali rara	SUCCESS	SUCCESS	https://www.archanaskitchen.com/himachali-pahadi-mutton-recipe	100	0	135.2089704	10.31378186	8.848318043	4.0582263	1.120285423	0.385728848	420.803262	0.123669725	2.462495413	0.611620795	0			
murgir jhol,chicken jhol,bengali chicken curry,murgir patla jhol	SUCCESS	SUCCESS	http://www.peekncook.com/Show-A-Recipe/2040/murgir-jhol	100	0	135.3451594	9.663066747	7.766933253	6.287492483	0.870895971	0.561280818	236.1870114	0.057245941	2.513702946	36.89116055	0			
paal payasam,milk payasam,milk payesh,milk kheer	SUCCESS	SUCCESS	https://www.tarladalal.com/Paal-Payasam-in-A-Pressure-Cooker-Sweet-Milk-Rice-Kheer-Recipe-for-Onam-41914r	100	0	135.3797468	3.014810127	2.353670886	25.63734177	0.148101266	12.64658228	796.6455696	0.151898734	1.463544304	9.113924051	0			
paneer chilli dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Paneer-Chilly-Dosa-Mumbai-Roadside-Recipe-33398r	100	1.550387597	135.3861364	4.057892372	9.040644871	9.327109314	0.76746433	1.900559488	183.4753398	0.049054264	6.55602584	23.64341085	0			
tindora fry,tendli fry,fried tendli,ivy gourd stir fry	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/tindora-fry-recipe/	100	0	135.7383592	1.256496674	13.5004878	2.931529933	0.223503326	0.069445676	460.5232816	0.234146341	0.61708204	0	0			
shorshay bhappa aloo	SUCCESS	SUCCESS	https://food.ndtv.com/recipe-bhapaa-aloo-100499	100	0	136.079602	2.371960199	5.304875622	20.26497512	1.791840796	0.321930348	781.5064677	0.001416915	0.514951244	0.07960199	0			
jini dosa,butter and cheese dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Jini-Dosa-33409r	100	0.388349515	136.3408611	5.275787252	9.507547488	7.619105108	0.883030815	1.206593499	524.4731954	0.302524272	8.136854369	12.52427184	0			
prawns cooken in poppy seeds curry,chingri posto,bengali style chingri posto	SUCCESS	SUCCESS	https://www.archanaskitchen.com/bengali-style-chingri-posto-recipe-prawns-cooked-in-poppy-seed-gravy	100	0	137.1693989	10.73125683	6.208087432	10.48273224	2.836065574	0.294098361	458.273224	0	0.634131148	0	0			
hariyali chicken tikka masala,haryali murg masala	SUCCESS	SUCCESS	https://www.archanaskitchen.com/hariyali-chicken-tikka-masala-recipe	100	0	137.1879699	9.509172932	10.13443609	2.268270677	1.642105263	0.156992481	626.6917293	0.069022556	3.656285714	49.62406015	0			
rasgulla,rosgulla,rosogulla,rasogulla	SUCCESS	SUCCESS	0	100	1.333333333	137.8333333	3	3.958333333	20.87166667	0	16.63333333	444.75	0.083333333	0.791666667	5	0			
chicken vindaloo	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/recipe/Chicken-Vindaloo.html	100	0	137.9384563	9.028688119	6.775517552	9.914005401	1.080423042	0.856356886	257.1929568	0.074257426	0.837284203	34.17529253	0			
rajma cucumber carrot salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Rajma-Cucumber-and-Carrot-Salad-5559r	100	0	138.0387297	7.706661503	0.539736638	26.04941905	2.092796282	4.071572424	173.7691712	0	0.012393493	0.216886135	0			
jheenge aloo posto,jhinge aloo poshto,jhinge aloo posto,ridgegourd and potato in poppy seed paste	SUCCESS	SUCCESS	http://www.bongcook.com/2012/04/jhinge-aloo-posto-ridgegourd-and-potato.html	100	0	138.6377358	2.11909434	9.81645283	11.43720755	3.166037736	0.658188679	299.9207547	0.11954717	0.625554717	0	0			
nannari syrup	SUCCESS	SUCCESS	https://www.sharmispassions.com/nannari-sarbath-recipe-homemade-nannari-syrup/	100	0	138.9753086	0.601851852	0.203580247	35.08765432	1.404938272	31.0317284	4.456790123	0.00345679	0.113950617	0	0			
crispy noodles	SUCCESS	SUCCESS	https://www.tarladalal.com/Crispy-Noodles-(--Thai-Cooking)-466r	100	0	139.0200897	5.894115905	8.390392117	10.30402733	1.630251928	1.329665366	1107.418805	0.108396633	0.589329501	3.202627797	0			
onion and tomato utthapam,utthapam	SUCCESS	SUCCESS	https://www.tarladalal.com/Onion-Tomato-Uttapam-Tomato-Onion-Uttapa-40921r	100	0.724637681	139.2211195	1.28339477	11.00170762	9.215831233	1.006427221	0.449590947	257.2094098	0.294478261	2.824521739	0	0			
white bean curd soup	SUCCESS	SUCCESS	https://www.tarladalal.com/White-Bean-Curd-Soup-433r	100	0	139.4292035	15.46637168	7.73539823	4.466150442	2.509292035	1.118362832	2618.014159	0	1.023893805	11.50442478	0			
palak egg curry,spinach egg curry,palak anda curry,keerai muttai poriyal	SUCCESS	SUCCESS	https://www.archanaskitchen.com/kolhapuri-palak-egg-curry-recipe	100	0	139.6851238	4.904756315	10.05779536	7.963113039	3.869711661	0.790507783	505.8064557	0.154784384	3.0414815	0	0			
moong in coconut gravy	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Green-Moong-in-Coconut-Gravy.html	100	0	140.7586207	3.480652377	11.4838397	7.47610438	3.985461323	3.203970177	186.0745573	0.000782852	2.48537931	0.18639329	0			
custard	SUCCESS	SUCCESS	http://www.food.com/recipe/custard-111062	100	0	140.9005848	5.751461988	8.314619883	10.13573099	0.021052632	3.632748538	746.9649123	0.140350877	3.567754386	262.2222222	0			
tandoori chicken curry,tandoori chicken with curry	SUCCESS	SUCCESS	https://www.archanaskitchen.com/tandoori-chicken-curry-recipe	100	0	141.6996277	16.28352606	7.410906702	1.344966053	0.274682435	0.002015988	494.0593517	0.029429041	1.884719339	68.88961892	0			
banana chips	SUCCESS	SUCCESS	https://diethood.com/homemade-baked-banana-chips-recipe/	100	0	141.7102138	1.140142518	3.847980998	25.8432304	1.710213777	0	587.1448931	0.062707838	0.164964371	0	0			
karuvepilai chicken fry recipe,karuveppilai chicken fry,chicken with curry leaves,curry leaves chicken fry,karuveppilai kozhi kari,chettinad karuveppilai milagu kozhi	SUCCESS	SUCCESS	https://www.archanaskitchen.com/karuvepilai-chicken-fry-recipe	100	0	141.8829025	15.71612582	7.198536282	2.856175646	1.032201806	0.013827468	669.5309872	0.041108689	1.300473996	63.0644659	0			
murg mussalam,murgh mussalam,mughlai murgh mussalam	SUCCESS	SUCCESS	https://www.archanaskitchen.com/murg-mussalam-recipe-masala-roasted-chicken	100	0	142.0637354	4.265123033	9.596409843	10.92518758	1.452359823	0.74546188	815.3682937	0.053247277	1.892043566	3.630496168	0			
afghani chicken korma,afghani murgh kurma,korma-e-murgh	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/afghani-chicken-korma-oertJ3edbjhif.html	100	0	142.2004831	1.633888889	11.76618357	8.070603865	1.729227053	0.906835749	10.20772947	0.298550725	5.57015942	27.49033816	0			
achari paneer tikka,pickle flavour paneer tikka	SUCCESS	SUCCESS	https://www.tarladalal.com/Paneer-Achari-Tikka-Indian-Starter-42147r	100	2.162162162	142.2432432	9.356756757	10.02486486	3.662702703	0	2.694054054	679.6540541	0.140108108	1.575135135	9.081081081	0			
payesh,rice kheer,chaler payesh	SUCCESS	SUCCESS	http://vegetarianindianrecipes.com/bengali-chaler-payesh-rice-kheer/	100	0	143.7140187	3.478205607	3.631962617	24.21538318	0.271401869	7.523813084	784.4971963	0.14953271	1.506938318	9.046728972	0			
jiangs chilli chicken	SUCCESS	SUCCESS	http://theyellowdaal.com/chilli-chicken/	100	0	143.8707483	8.458845238	3.286392857	18.78713095	1.038571429	2.471892857	386.0619048	0.020892857	0.767525	27.64285714	0			
gujarati kadhi	SUCCESS	SUCCESS	https://www.tarladalal.com/Gujarati-Kadhi-106r	100	0	144.6826923	6.075480769	5.195673077	18.41519231	1.557692308	7.322596154	439.6538462	0.099519231	1.538461538	4.615384615	0			
bhetki maacher paturi,bhekti paturi,barramundi fish wrapped in banana leaf	SUCCESS	SUCCESS	https://m.dailyhunt.in/news/india/english/archanas+kitchen-epaper-archki/bengali+bhetki+macher+paturi+recipe+barramundi+fish+wrapped+in+banana+leaf-newsid-70514919	100	1.111111111	144.8680556	14.01840278	7.488402778	5.512430556	2.085416667	0.12	324.9305556	0.000388889	0.267847222	0	0			
date milkshake without sugar	SUCCESS	SUCCESS	0	100	0	145	2.766666667	2.133333333	28.66666667	2.766666667	0	698.6666667	0.133333333	1.266666667	8	0			
kashmiri style rista,mutton kofta curry,kashmirri mutton kofta	SUCCESS	SUCCESS	https://www.archanaskitchen.com/kashmiri-style-rista-recipe-mutton-kofta-curry	100	0	145.3666453	6.658227632	10.75357677	5.888550075	1.294213111	0.425154815	633.3431561	0.21409353	2.579789024	0	0			
corn methi kebab	SUCCESS	SUCCESS	https://www.tarladalal.com/Corn-Methi-Kebab-(100-Calorie-Snacks)-32609r	100	0	145.5	3.758043478	2.356956522	28.78956522	2.752173913	2.850869565	441.6869565	0.019130435	0.300608696	1.369565217	0			
turiya patra,gujarati style turai	SUCCESS	SUCCESS	https://www.tarladalal.com/Turiya-Paatra-(-Gujarati-Recipe)-591r	100	0	145.739726	0.938356164	13.42465753	5.580547945	3.134246575	1.367123288	533.169863	0.144657534	0.380547945	0	0			
bombay masala sandwich,bombay masala toast,mumbai masala toast	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/bombay-toast-sandwich/	100	0.387596899	146.4476744	3.65751938	2.102054264	28.4675969	1.192248062	1.386434109	158.2248062	0.047023256	0.855794574	0	1.162790698			
daab bhappa bhetki	SUCCESS	SUCCESS	http://www.betterbutter.in/recipe/9791/bhapa-bhetki-steam-fish-with-coconut-and-mustard-paste	100	0	146.5419182	13.74900067	7.707511737	5.935452716	2.485982562	0.332997988	183.9114688	0.000375587	0.092866533	0	0			
capsicum raita	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/capsicum-raita-recipe-capsicum-raita/	100	0	147.2533445	3.109891304	12.58166388	6.051354515	0.956270903	0.065652174	194.2667224	0.176588629	1.819472408	4.013377926	0			
nutella and ferero rocher milkshake	SUCCESS	SUCCESS	https://www.tarladalal.com/Nutella-Ferrero-Rocher-Milkshake-41379r	100	0	147.2539683	4.380952381	5.314285714	20.23492063	0.126984127	17.16825397	332.6984127	0.063492063	0.603174603	13.33333333	0			
andhra chicken fry	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Andhra-Chicken-Fry.html	100	0	147.3137255	16.15505447	8.14745098	1.292004357	0.327233115	0.017058824	490.5315904	0.05751634	1.393411765	66.17647059	0			
almond payasam,badam kheer,badam payasam,almond kheer	SUCCESS	SUCCESS	https://www.tarladalal.com/Almond-Payasam-32885r	100	0	147.64	4.858	8.3916	14.6644	1.5	8.506	838.6	0.1618	1.97624	9.6	0			
stir fry noodles with tofu	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Stir-Fried-Noodles-with-Tofu-469r	100	0	147.6781874	5.275844001	2.892741935	25.19286482	2.274722649	0.596296296	523.0621266	0.015770609	0.298263441	1.553166069	0			
coconut milk	SUCCESS	SUCCESS	https://www.tarladalal.com/Coconut-Milk-(-Thai-Cooking-)-428r	100	0	148	1.5	13.86666667	4.333333333	4.533333333	0	2.666666667	0	0	0	0			
til lonkar tarkari	SUCCESS	SUCCESS	https://www.archanaskitchen.com/mirchi-ka-salan-chillies-in-tangy-spicy-peanut-sesame-curry	100	0	148.0696332	3.827160326	10.95025136	10.86450068	3.209816576	3.90498981	289.6949728	0.20080163	3.424537364	0	0			
fried eggs, sunny side up,sunny side up,fried egg,bull's eye,bullseye	SUCCESS	SUCCESS	http://www.food.com/recipe/fried-eggs-with-dill-400137	100	1.973684211	148.1513158	11.22203947	10.70065789	1.732894737	0.580592105	0	637.4671053	0	0	0	0			
ginger chilli cauliflower,fried cauliflower,cauliflower with ginger-garlic sauce,fried cauliflower in ginger-garlic sauce	SUCCESS	SUCCESS	http://www.lordbyronskitchen.com/fried-cauliflower-garlic-ginger-sauce/	100	0	148.4884943	3.264222533	5.35009311	20.45123371	0.906936685	3.201862197	417.5968343	0.010893855	0.561089385	0	0			
garlic chutney,lehsun ki chutney	SUCCESS	SUCCESS	https://www.tarladalal.com/Lehsun-ki-Chutney-Lasun-Ki-Chutney-Garlic-Chutney-For-Chaat-3902r	100	0	148.5	6.4515	1.84	31.763	5.175	1.645	2238.25	0	0.3194	0	0			
fried potato	SUCCESS	SUCCESS	http://www.food.com/recipe/awesome-pan-fried-potatoes-172272	100	0	148.7867299	1.374827353	8.304265403	16.22831415	1.971699391	0.113710223	279.7014218	0	1.175746784	0	0			
yogurt date and walnut parfait,date and walnut parfait,fruit and nut parfait	SUCCESS	SUCCESS	http://www.geniuskitchen.com/recipe/yogurt-date-and-walnut-parfait-532740	100	0	148.879845	5.30620155	8.087015504	15.60426357	0.935658915	8.063953488	58.72093023	0	1.887596899	5.329457364	0			
turkish shepherds salad	SUCCESS	SUCCESS	http://www.geniuskitchen.com/recipe/shepherds-salad-turkey-424867	100	0	149.152381	1.196238095	14.67183333	4.672571429	2.240714286	1.400285714	844.6309524	0.113	4.442266667	0.873809524	0			
chicken saaru,koli saaru,gowda chicken curry,natu koli curry,chicken sambar,sambar chicken curry	SUCCESS	SUCCESS	https://www.archanaskitchen.com/karnataka-style-chicken-saaru-recipe	100	0	149.363292	11.28494835	8.908918733	5.677097107	2.104993113	0.103047521	712	0.045454545	1.024191116	41.83884298	0			
chatpata chicken sandwich	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Grilled-Chicken-Sandwich.html	100	0.331950207	150.0968188	6.465524959	6.497472652	16.5478637	0.692116183	2.448147869	331.3156293	0.097858921	3.465012448	14.27385892	0.814786873			
egg keema	SUCCESS	SUCCESS	http://indianhealthyrecipes.com/egg-keema-recipe/	100	0	150.5595238	5.644285714	12.30238095	4.62452381	1.092857143	0.438333333	462.8333333	0.238714286	2.872547619	0	0			
diced chicken and assorted pepper n ginger	SUCCESS	SUCCESS	http://www.burrp.com/kolkata/dish/diced-chicken-with-assorted-pepper-n-ginger	100	0	150.940658	10.05106903	8.081307269	7.17251069	0.657666463	5.130116066	282.2736714	0.099092853	1.40176237	46.18570556	0			
andhra pepper chicken,pepper chicken,murgh kali mirch	SUCCESS	SUCCESS	https://www.archanaskitchen.com/andhra-pepper-chicken-recipe	100	0	151.1596639	13.71207498	8.117259211	5.287834518	2.347188106	0.130316742	558.8623142	0.068261151	1.170001293	52.3594053	0			
oatmeal with skimmed milk	SUCCESS	SUCCESS	0	100	0	151.7272727	6.234415584	2.351168831	26.72597403	3.541558442	0.347142857	2.103896104	0	0.389220779	0	0			
ridge gourd chutney	SUCCESS	SUCCESS	https://www.tarladalal.com/Ridge-Gourd-Chutney-32899r	100	0	152	3.665060241	10.66884682	10.83056799	4.223752151	1.842340792	357.5215146	0.001445783	4.264709122	0	0			
single aloo served with chutney n pickle	SUCCESS	SUCCESS	https://www.tarladalal.com/Jeera-Aloo-Aloo-Jeera-Punjabi-Aloo-Jeera-Recipe-30885r	100	0	152.330617	1.76975553	7.448851378	20.3401397	1.740046566	0.094796275	163.7473807	0.123042297	0.351648428	0	0			
mild chicken 65	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Mild-Chicken-65.html	100	0	152.382716	12.23871056	8.003950617	7.811769547	0.485185185	0.050246914	585.196845	0.040123457	1.865584362	54.32098765	0			
andhra mutton curry	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Andhra-Style-Mutton-Curry.html	100	0	152.6324952	9.956547389	10.62812379	4.609796905	1.47794971	0.450415861	393.1083172	0.142862669	2.330441006	0	0			
homemade garlic chicken	SUCCESS	SUCCESS	http://indianhealthyrecipes.com/garlic-chicken-recipe-how-to-make-easy-garlic-chicken-in-20-minutes/	100	0	152.8735178	12.34814229	9.820158103	3.24972332	0.518972332	0.011857708	824.4703557	0.104347826	1.413901186	48.73517787	0			
buttermilk rasam	SUCCESS	SUCCESS	https://www.tarladalal.com/Butter-Milk-Rasam-Curd-Rasam-Mor-Rasam-32907r	100	0	152.9428571	5.942571429	8.406	16.26242857	5.271428571	0.263	577.2857143	0.0678	1.609957143	0	0			
prawn ghee roast,manglorean prawn ghee roast,eral chukka	SUCCESS	SUCCESS	https://www.archanaskitchen.com/prawn-ghee-roast-recipe	100	0	153.5253074	14.32203889	9.738061195	2.201263941	0.049671147	0.074635402	612.4389477	0	0.2886497	0.857878181	0			
sprouted curry with methi muthia,hare chane ki kari (with methi muthia)	SUCCESS	SUCCESS	https://www.tarladalal.com/Sprouted-Curry-with-Methi-Muthia-258r	100	0	154.0262954	3.728051044	10.65641918	12.12615623	2.332095901	2.344972931	359.8321732	0.013611756	0.059186388	0	0			
pista milkshake	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Pista-Doodh-KhaanaKhazana-amp.html	100	0	154.2824427	3.807328244	6.42519084	20.91656489	0.213740458	15.23664122	800.2900763	0.152671756	1.455572519	9.160305344	0			
beetroot poriyal,beetroot sabji,beetrot sabzi	SUCCESS	SUCCESS	https://www.tarladalal.com/Beetroot-and-Coconut-Sabzi-South-Indian-Sabzi-41484r	100	0	154.5484461	2.644095064	11.37111517	10.62654479	5.305667276	0.021937843	399.1078611	0.064351005	0.171239488	0	0			
sweet corn sundal	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/sweet-corn-sundal-recipe/	100	0	154.7916667	3.2875	9.45	17.20833333	3.366666667	5.216666667	416.2291667	0.055	0.415520833	0	0			
coriander chutney	SUCCESS	SUCCESS	https://www.tarladalal.com/Coriander-Chutney-(-South-Indian-Recipes-)-32901r	100	0	154.9597156	3.298530806	8.139099526	17.97033175	2.750236967	3.430805687	954.2606635	0.001990521	5.875052133	0	0			
